intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,lineage
1951000,0.02042269001685317,0.0645822655048693,0.001318943588992055,0.001318943588992055,,,,"GCA_001508335.1 candidate division TA06 bacterium 32_111, ASM150833v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,26406ccd23b3e06d2eb777842d984bd3,1.0,126000,117,5909000,,SRR1976948-known,47bcb52a,95531000,Bacteria;unassigned;unassigned;unassigned;unassigned;unassigned;candidate division TA06 bacterium 32_111
978000,0.010237514524081188,0.04178082191780822,0.0012770723639446882,0.0012770723639446882,,,,"GCA_009823595.1 Sphaerochaeta halotolerans strain=585, ASM982359v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,02800c576fe1a79443b81bb6cc024ac5,0.33493150684931505,122000,118,5787000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Sphaerochaeta;Sphaerochaeta halotolerans
1939000,0.020297076341711066,0.04836759371221282,0.0012561367514210048,0.0012561367514210048,,,,"GCA_001458655.1 Methanobacterium formicicum, Mb9",/group/ctbrowngrp/genbank/genbank-2020.07-archaea-k31.zip,8124d9f1863c0e6cca418e1c42d0bbd4,0.7815397017331721,120000,119,5667000,,SRR1976948-known,47bcb52a,95531000,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium formicicum
1436000,0.01503176979200469,0.08205841446453407,0.0012352011388973214,0.0012352011388973214,,,,"GCA_003446665.1 Synergistaceae bacterium, ASM344666v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,5453bafab57a7f675eee8698220d06a6,0.9986091794158554,118000,120,5549000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;unassigned;Synergistaceae bacterium
121000,0.0012666045576828465,0.01948376353039134,0.0012247333326354795,0.0012247333326354795,,,,"GCA_000802035.2 Pseudomonas sp. BICA1-14, cluster c5",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,0ef48bc8f88cfe9767e9ea0923bef63c,0.020149875104079933,117000,121,5432000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. BICA1-14
117000,0.0012247333326354795,0.025852462669935367,0.0012142655263736378,0.0012142655263736378,,,,"GCA_003176515.1 Escherichia coli strain=TUM4670, ASM317651v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,ea7d9dac987a5763c78070b45ded7a6d,0.026075328727434812,116000,122,5316000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
968000,0.010132836461462772,0.11260330578512397,0.001140990882540746,0.001140990882540746,,,,"GCA_001508475.1 Anaerolineae bacterium 49_20, ASM150847v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,e115e855783f0609aa898b9608b99a06,1.0,109000,123,5207000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Chloroflexi;Anaerolineae;unassigned;unassigned;unassigned;Anaerolineae bacterium 49_20
108000,0.0011305230762789042,0.033707865168539325,0.0011305230762789042,0.0011305230762789042,,,,"GCA_002423325.1 Anaerolineales bacterium UBA6128, ASM242332v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,0c290d910bd9857c5da8be113d36efd1,0.033707865168539325,108000,124,5099000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;unassigned;unassigned;Anaerolineales bacterium UBA6128
1571000,0.01644492363735332,0.03371140516698173,0.0011200552700170625,0.0011200552700170625,,,,"GCA_001896625.1 Thermotogales bacterium EBM-48, ASM189662v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,cfd1c3d7bb118ed9c23920cc102f6170,0.49495904221802145,107000,125,4992000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Thermotogae;Thermotogae;Thermotogales;unassigned;unassigned;Thermotogales bacterium EBM-48
425000,0.004448817661282725,0.05263157894736842,0.0011200552700170625,0.0011200552700170625,,,,"GCA_002403055.1 Anaerolineaceae bacterium UBA4784, ASM240305v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,115f206fb54e13768c4e092ffc82db43,0.2090506640432858,107000,126,4885000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;unassigned;Anaerolineaceae bacterium UBA4784
651000,0.006814541876458951,0.05866076369673492,0.0011095874637552208,0.0011095874637552208,,,,"GCA_011620045.1 Mesotoga sp., ASM1162004v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,31e602900ee4b37094f916e82472a0f5,0.3602656336469286,106000,127,4779000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Thermotogae;Thermotogae;Kosmotogales;Kosmotogaceae;Mesotoga;Mesotoga sp.
630000,0.006594717944960275,0.029077817779008586,0.0010991196574933791,0.0010991196574933791,,,,"GCA_002452525.1 Acetobacterium sp. UBA6819, ASM245252v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,2449fd87657ffa33a43e84c217c05c13,0.17446690667405151,105000,128,4674000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Acetobacterium;Acetobacterium sp. UBA6819
110000,0.0011514586888025876,0.00033290953421200313,0.0010991196574933791,0.0010991196574933791,,,,"GCA_009731375.1 Paulinella micropora strain=MYN1, PmicroMYN1_1.0",/group/ctbrowngrp/genbank/genbank-2020.07-protozoa-k31.zip,55b86d1a457576dc7b722a939775d0b6,0.00034876236917447947,105000,129,4569000,,SRR1976948-known,47bcb52a,95531000,Eukaryota;Imbricatea;unassigned;Euglyphida;Paulinellidae;Paulinella;Paulinella micropora
450000,0.004710512817828767,0.023314866112650046,0.0010572484324460124,0.0010572484324460124,,,,"GCA_004369205.1 Pelotomaculum schinkii strain=HH, ASM436920v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,6dbfd2a9afbc10224ed8d5da2a1f6f22,0.1038781163434903,101000,130,4468000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Pelotomaculum;Pelotomaculum schinkii
253000,0.0026483549842459516,0.23877068557919623,0.0010572484324460124,0.0010572484324460124,,,,"GCA_002306095.1 Patescibacteria group bacterium UBA1357, ASM230609v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,bc44417093967959ac633c8f34c7f473,0.5981087470449172,101000,131,4367000,,SRR1976948-known,47bcb52a,95531000,Bacteria;unassigned;unassigned;unassigned;unassigned;unassigned;Patescibacteria group bacterium UBA1357
1226000,0.012833530477017931,0.08238172920065252,0.0010572484324460124,0.0010572484324460124,,,,"GCA_003499705.1 Synergistaceae bacterium, ASM349970v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,6958eeaa63523ec586ab76929a47d6d3,1.0,101000,132,4266000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;unassigned;Synergistaceae bacterium
497000,0.0052024997121353275,0.05482456140350877,0.0010467806261841707,0.0010467806261841707,,,,"GCA_001508055.1 Petrotoga mobilis, ASM150805v1",/group/ctbrowngrp/genbank/genbank-2020.07-bacteria-k31.zip,208f021a60fea9cee413e5e5ea48eabd,0.27247807017543857,100000,133,4166000,,SRR1976948-known,47bcb52a,95531000,Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga;Petrotoga mobilis
